                                                                              23 Dec 2020 13:44:59
Approved AGI Educational Alliance Partner
Satellite-Satellite2-To-AreaTarget-United_States_of_America:  Access Summary Report


Satellite2-To-United_States_of_America
--------------------------------------
                  Access        Start Time (UTCG)           Stop Time (UTCG)        Duration (sec)
                     309     2 Feb 2021 01:11:27.761     2 Feb 2021 01:27:26.948           959.187
                     310     2 Feb 2021 02:45:04.152     2 Feb 2021 03:02:41.340          1057.187
                     311     2 Feb 2021 04:19:53.495     2 Feb 2021 04:38:12.029          1098.535
                     312     2 Feb 2021 05:55:12.936     2 Feb 2021 06:13:25.825          1092.890
                     313     2 Feb 2021 07:31:12.125     2 Feb 2021 07:46:04.098           891.973
                     314     2 Feb 2021 09:10:07.814     2 Feb 2021 09:12:13.005           125.190
                     315     2 Feb 2021 22:15:23.684     2 Feb 2021 22:23:07.668           463.984
                     316     2 Feb 2021 23:46:57.024     3 Feb 2021 00:00:29.182           812.158
                     317     3 Feb 2021 01:20:01.874     3 Feb 2021 01:36:24.621           982.747
                     318     3 Feb 2021 02:53:53.941     3 Feb 2021 03:11:37.389          1063.448
                     319     3 Feb 2021 04:28:49.877     3 Feb 2021 04:47:12.468          1102.591
                     320     3 Feb 2021 06:04:12.637     3 Feb 2021 06:22:15.940          1083.302
                     321     3 Feb 2021 07:40:20.615     3 Feb 2021 07:53:26.088           785.473
                     322     3 Feb 2021 22:23:22.476     3 Feb 2021 22:32:19.552           537.076
                     323     3 Feb 2021 23:55:44.867     4 Feb 2021 00:09:38.737           833.870
                     324     4 Feb 2021 01:28:41.185     4 Feb 2021 01:45:21.088           999.903
                     325     4 Feb 2021 03:02:45.214     4 Feb 2021 03:20:32.616          1067.402
                     326     4 Feb 2021 04:37:46.614     4 Feb 2021 04:56:12.194          1105.580
                     327     4 Feb 2021 06:13:13.220     4 Feb 2021 06:31:03.497          1070.277
                     328     4 Feb 2021 07:49:31.228     4 Feb 2021 08:02:05.553           754.325
                     329     4 Feb 2021 21:01:28.760     4 Feb 2021 21:02:13.059            44.299
                     330     4 Feb 2021 22:31:26.912     4 Feb 2021 22:41:36.061           609.149
                     331     5 Feb 2021 00:04:35.133     5 Feb 2021 00:18:45.247           850.114
                     332     5 Feb 2021 01:37:24.253     5 Feb 2021 01:54:16.355          1012.102
                     333     5 Feb 2021 03:11:37.894     5 Feb 2021 03:29:27.567          1069.673
                     334     5 Feb 2021 04:46:44.007     5 Feb 2021 05:05:11.306          1107.299
                     335     5 Feb 2021 06:22:14.772     5 Feb 2021 06:39:47.982          1053.210
                     336     5 Feb 2021 07:58:45.076     5 Feb 2021 08:10:39.451           714.375
                     337     5 Feb 2021 21:08:55.732     5 Feb 2021 21:12:42.129           226.397
                     338     5 Feb 2021 22:39:51.308     5 Feb 2021 22:50:58.657           667.349
                     339     6 Feb 2021 00:13:19.618     6 Feb 2021 00:27:49.458           869.840
                     340     6 Feb 2021 01:46:10.242     6 Feb 2021 02:03:14.277          1024.036
                     341     6 Feb 2021 03:20:31.782     6 Feb 2021 03:38:29.788          1078.006
                     342     6 Feb 2021 04:55:42.008     6 Feb 2021 05:14:09.184          1107.176
                     343     6 Feb 2021 06:31:17.420     6 Feb 2021 06:48:28.647          1031.227
                     344     6 Feb 2021 08:08:01.839     6 Feb 2021 08:19:04.672           662.832
                     345     6 Feb 2021 21:17:10.412     6 Feb 2021 21:22:21.207           310.794
                     346     6 Feb 2021 22:48:24.619     6 Feb 2021 23:00:15.075           710.456
                     347     7 Feb 2021 00:21:53.217     7 Feb 2021 00:36:51.824           898.607
                     348     7 Feb 2021 01:54:58.596     7 Feb 2021 02:12:12.503          1033.907
                     349     7 Feb 2021 03:29:26.710     7 Feb 2021 03:47:32.442          1085.732
                     350     7 Feb 2021 05:04:40.502     7 Feb 2021 05:23:05.657          1105.154
                     351     7 Feb 2021 06:40:21.349     7 Feb 2021 06:57:04.305          1002.956
                     352     7 Feb 2021 08:17:21.714     7 Feb 2021 08:27:11.503           589.789
                     353     7 Feb 2021 21:25:38.424     7 Feb 2021 21:31:48.856           370.432
                     354     7 Feb 2021 22:57:02.382     7 Feb 2021 23:09:27.539           745.157
                     355     8 Feb 2021 00:30:29.606     8 Feb 2021 00:45:52.626           923.020
                     356     8 Feb 2021 02:03:46.045     8 Feb 2021 02:21:10.166          1044.121
                     357     8 Feb 2021 03:38:22.545     8 Feb 2021 03:56:34.607          1092.062
                     358     8 Feb 2021 05:13:38.785     8 Feb 2021 05:32:00.537          1101.751
                     359     8 Feb 2021 06:49:26.719     8 Feb 2021 07:05:32.864           966.145
                     360     8 Feb 2021 08:26:50.018     8 Feb 2021 08:32:26.542           336.524
                     361     8 Feb 2021 21:34:14.005     8 Feb 2021 21:41:10.239           416.234
                     362     8 Feb 2021 23:05:43.466     8 Feb 2021 23:18:37.208           773.742
                     363     9 Feb 2021 00:39:04.398     9 Feb 2021 00:54:52.043           947.645
                     364     9 Feb 2021 02:12:33.148     9 Feb 2021 02:30:07.212          1054.063
                     365     9 Feb 2021 03:47:19.159     9 Feb 2021 04:05:36.148          1096.989
                     366     9 Feb 2021 05:22:37.763     9 Feb 2021 05:40:53.608          1095.845
                     367     9 Feb 2021 06:58:33.455     9 Feb 2021 07:13:51.232           917.777
                     368     9 Feb 2021 08:36:39.625     9 Feb 2021 08:40:06.668           207.042
                     369     9 Feb 2021 21:42:54.682     9 Feb 2021 21:50:26.734           452.052
                     370     9 Feb 2021 23:14:27.073     9 Feb 2021 23:27:48.861           801.788
                     371    10 Feb 2021 00:47:35.809    10 Feb 2021 01:03:50.200           974.391
                     372    10 Feb 2021 02:21:22.314    10 Feb 2021 02:39:03.555          1061.241
                     373    10 Feb 2021 03:56:15.875    10 Feb 2021 04:14:36.925          1101.050
                     374    10 Feb 2021 05:31:37.174    10 Feb 2021 05:49:44.618          1087.445
                     375    10 Feb 2021 07:07:41.664    10 Feb 2021 07:21:29.757           828.094
                     376    10 Feb 2021 21:51:28.413    10 Feb 2021 21:59:39.733           491.320
                     377    10 Feb 2021 23:23:13.843    10 Feb 2021 23:36:59.930           826.087
                     378    11 Feb 2021 00:56:13.307    11 Feb 2021 01:12:47.136           993.828
                     379    11 Feb 2021 02:30:12.976    11 Feb 2021 02:47:59.112          1066.136
                     380    11 Feb 2021 04:05:12.333    11 Feb 2021 04:23:36.849          1104.516
                     381    11 Feb 2021 05:40:37.405    11 Feb 2021 05:58:33.229          1075.824
                     382    11 Feb 2021 07:16:51.266    11 Feb 2021 07:29:38.685           767.419
                     383    11 Feb 2021 21:59:09.521    11 Feb 2021 22:08:50.583           581.062
                     384    11 Feb 2021 23:32:03.207    11 Feb 2021 23:46:07.524           844.317
                     385    12 Feb 2021 01:04:55.026    12 Feb 2021 01:21:42.876          1007.851
                     386    12 Feb 2021 02:39:05.130    12 Feb 2021 02:56:54.051          1068.920
                     387    12 Feb 2021 04:14:09.477    12 Feb 2021 04:32:36.314          1106.837
                     388    12 Feb 2021 05:49:38.562    12 Feb 2021 06:07:18.991          1060.429
                     389    12 Feb 2021 07:26:03.706    12 Feb 2021 07:38:15.004           731.298
                     390    12 Feb 2021 20:36:43.917    12 Feb 2021 20:39:44.490           180.573
                     391    12 Feb 2021 22:07:28.408    12 Feb 2021 22:18:15.249           646.842
                     392    12 Feb 2021 23:40:50.279    12 Feb 2021 23:55:12.573           862.293
                     393    13 Feb 2021 01:13:39.948    13 Feb 2021 01:30:39.346          1019.399
                     394    13 Feb 2021 02:47:58.563    13 Feb 2021 03:05:53.186          1074.623
                     395    13 Feb 2021 04:23:07.242    13 Feb 2021 04:41:34.694          1107.452
                     396    13 Feb 2021 05:58:40.762    13 Feb 2021 06:16:01.266          1040.503
                     397    13 Feb 2021 07:35:20.030    13 Feb 2021 07:46:44.195           684.165
                     398    13 Feb 2021 20:44:50.673    13 Feb 2021 20:49:32.410           281.738
                     399    13 Feb 2021 22:15:58.822    13 Feb 2021 22:27:33.722           694.900
                     400    13 Feb 2021 23:49:28.653    14 Feb 2021 00:04:15.621           886.968
                     401    14 Feb 2021 01:22:27.427    14 Feb 2021 01:39:37.784          1030.357
                     402    14 Feb 2021 02:56:53.106    14 Feb 2021 03:14:55.973          1082.868
                     403    14 Feb 2021 04:32:05.590    14 Feb 2021 04:50:31.740          1106.149
                     404    14 Feb 2021 06:07:44.162    14 Feb 2021 06:24:39.091          1014.929
                     405    14 Feb 2021 07:44:37.707    14 Feb 2021 07:55:00.514           622.807
                     406    14 Feb 2021 20:53:14.363    14 Feb 2021 20:59:03.207           348.844
                     407    14 Feb 2021 22:24:35.282    14 Feb 2021 22:36:47.565           732.283
                     408    14 Feb 2021 23:58:02.752    15 Feb 2021 00:13:17.010           914.258
                     409    15 Feb 2021 01:31:16.276    15 Feb 2021 01:48:35.676          1039.400
                     410    15 Feb 2021 03:05:48.599    15 Feb 2021 03:23:58.349          1089.750
                     411    15 Feb 2021 04:41:03.893    15 Feb 2021 04:59:27.268          1103.375
                     412    15 Feb 2021 06:16:48.994    15 Feb 2021 06:33:10.587           981.593
                     413    15 Feb 2021 07:54:02.045    15 Feb 2021 08:00:22.828           380.783
                     414    15 Feb 2021 21:01:47.392    15 Feb 2021 21:08:27.076           399.684
                     415    15 Feb 2021 22:33:15.285    15 Feb 2021 22:45:58.224           762.939
                     416    16 Feb 2021 00:06:41.689    16 Feb 2021 00:22:16.953           935.264
                     417    16 Feb 2021 01:40:02.455    16 Feb 2021 01:57:32.969          1050.513
                     418    16 Feb 2021 03:14:44.922    16 Feb 2021 03:33:00.150          1095.228
                     419    16 Feb 2021 04:50:02.600    16 Feb 2021 05:08:21.078          1098.478
                     420    16 Feb 2021 06:25:55.115    16 Feb 2021 06:41:34.062           938.947
                     421    16 Feb 2021 08:03:39.921    16 Feb 2021 08:07:52.595           252.673
                     422    16 Feb 2021 21:10:26.269    16 Feb 2021 21:17:45.270           439.001
                     423    16 Feb 2021 22:41:57.605    16 Feb 2021 22:55:07.746           790.140
                     424    17 Feb 2021 00:15:10.661    17 Feb 2021 00:31:15.596           964.935
                     425    17 Feb 2021 01:48:50.859    17 Feb 2021 02:06:29.597          1058.738
                     426    17 Feb 2021 03:23:41.955    17 Feb 2021 03:42:01.243          1099.288
                     427    17 Feb 2021 04:59:01.842    17 Feb 2021 05:17:12.931          1091.090
                     428    17 Feb 2021 06:35:03.027    17 Feb 2021 06:49:37.578           874.551
                     429    17 Feb 2021 08:14:25.850    17 Feb 2021 08:15:36.745            70.895
                     430    17 Feb 2021 21:19:09.392    17 Feb 2021 21:26:59.512           470.119
                     431    17 Feb 2021 22:50:43.212    17 Feb 2021 23:04:20.607           817.396
                     432    18 Feb 2021 00:23:46.071    18 Feb 2021 00:40:13.004           986.933
                     433    18 Feb 2021 01:57:40.971    18 Feb 2021 02:15:25.481          1064.511
                     434    18 Feb 2021 03:32:38.155    18 Feb 2021 03:51:01.487          1103.333
                     435    18 Feb 2021 05:08:01.732    18 Feb 2021 05:26:02.528          1080.796
                     436    18 Feb 2021 06:44:11.727    18 Feb 2021 06:57:11.077           779.350
                     437    18 Feb 2021 21:26:56.290    18 Feb 2021 21:36:10.944           554.654
                     438    18 Feb 2021 22:59:31.620    18 Feb 2021 23:13:29.417           837.797
                     439    19 Feb 2021 00:32:26.288    19 Feb 2021 00:49:09.216          1002.928
                     440    19 Feb 2021 02:06:32.565    19 Feb 2021 02:24:20.506          1067.941
                     441    19 Feb 2021 03:41:35.038    19 Feb 2021 04:00:01.144          1106.106
                     442    19 Feb 2021 05:17:02.514    19 Feb 2021 05:34:49.472          1066.959
                     443    19 Feb 2021 06:53:22.950    19 Feb 2021 07:05:49.497           746.547
                     444    19 Feb 2021 20:04:42.410    19 Feb 2021 20:06:36.710           114.300
                     445    19 Feb 2021 21:35:07.195    19 Feb 2021 21:45:30.703           623.508
                     446    19 Feb 2021 23:08:21.011    19 Feb 2021 23:22:35.380           854.370
                     447    20 Feb 2021 00:41:10.044    20 Feb 2021 00:58:04.338          1014.293
                     448    20 Feb 2021 02:15:25.518    20 Feb 2021 02:33:16.777          1071.258
                     449    20 Feb 2021 03:50:32.567    20 Feb 2021 04:09:00.001          1107.434
                     450    20 Feb 2021 05:26:04.290    20 Feb 2021 05:43:33.205          1048.915
                     451    20 Feb 2021 07:02:37.661    20 Feb 2021 07:14:21.880           704.219
                     452    20 Feb 2021 20:12:33.475    20 Feb 2021 20:16:41.233           247.758
                     453    20 Feb 2021 21:43:34.003    20 Feb 2021 21:54:51.672           677.669
                     454    20 Feb 2021 23:17:05.288    20 Feb 2021 23:31:39.158           873.871
                     455    21 Feb 2021 00:49:56.582    21 Feb 2021 01:07:02.987          1026.404
                     456    21 Feb 2021 02:24:19.646    21 Feb 2021 02:42:19.442          1079.797
                     457    21 Feb 2021 03:59:30.696    21 Feb 2021 04:17:57.592          1106.896
                     458    21 Feb 2021 05:35:07.197    21 Feb 2021 05:52:12.922          1025.725
                     459    21 Feb 2021 07:11:54.684    21 Feb 2021 07:22:44.430           649.746
                     460    21 Feb 2021 20:20:51.688    21 Feb 2021 20:26:16.815           325.127
                     461    21 Feb 2021 21:52:08.709    21 Feb 2021 22:04:07.102           718.393
                     462    21 Feb 2021 23:25:36.687    21 Feb 2021 23:40:41.167           904.480
                     463    22 Feb 2021 00:58:45.394    22 Feb 2021 01:16:01.098          1035.704
                     464    22 Feb 2021 02:33:14.782    22 Feb 2021 02:51:22.005          1087.223
                     465    22 Feb 2021 04:08:29.117    22 Feb 2021 04:26:53.733          1104.616
                     466    22 Feb 2021 05:44:11.437    22 Feb 2021 06:00:47.228           995.791
                     467    22 Feb 2021 07:21:15.973    22 Feb 2021 07:30:43.211           567.238
                     468    22 Feb 2021 20:29:21.668    22 Feb 2021 20:35:43.046           381.378
                     469    22 Feb 2021 22:00:47.118    22 Feb 2021 22:13:18.888           751.770
                     470    22 Feb 2021 23:34:14.200    22 Feb 2021 23:49:41.656           927.457
                     471    23 Feb 2021 01:07:32.110    23 Feb 2021 01:24:58.632          1046.522
                     472    23 Feb 2021 02:42:10.799    23 Feb 2021 03:00:24.043          1093.245
                     473    23 Feb 2021 04:17:27.548    23 Feb 2021 04:35:48.246          1100.698
                     474    23 Feb 2021 05:53:17.066    23 Feb 2021 06:09:14.128           957.062
                     475    23 Feb 2021 07:30:47.038    23 Feb 2021 07:35:58.566           311.528
                     476    23 Feb 2021 20:37:58.498    23 Feb 2021 20:45:03.206           424.708
                     477    23 Feb 2021 22:09:28.668    23 Feb 2021 22:22:28.049           779.381
                     478    23 Feb 2021 23:42:46.598    23 Feb 2021 23:58:40.801           954.203
                     479    24 Feb 2021 01:16:19.688    24 Feb 2021 01:33:55.525          1055.837
                     480    24 Feb 2021 02:51:07.560    24 Feb 2021 03:09:25.431          1097.870
                     481    24 Feb 2021 04:26:26.640    24 Feb 2021 04:44:40.897          1094.257
                     482    24 Feb 2021 06:02:24.216    24 Feb 2021 06:17:28.508           904.293
                     483    24 Feb 2021 07:40:48.123    24 Feb 2021 07:43:41.114           172.991
                     484    24 Feb 2021 20:46:40.090    24 Feb 2021 20:54:18.850           458.760
                     485    24 Feb 2021 22:18:13.014    24 Feb 2021 22:31:40.669           807.655
                     486    24 Feb 2021 23:51:19.562    25 Feb 2021 00:07:38.688           979.126
                     487    25 Feb 2021 01:25:09.204    25 Feb 2021 01:42:51.710          1062.506
                     488    25 Feb 2021 03:00:04.093    25 Feb 2021 03:18:26.025          1101.931
                     489    25 Feb 2021 04:35:26.194    25 Feb 2021 04:53:31.420          1085.226
                     490    25 Feb 2021 06:11:32.577    25 Feb 2021 06:24:42.814           790.237
                     491    25 Feb 2021 20:54:51.214    25 Feb 2021 21:03:31.220           520.006
                     492    25 Feb 2021 22:27:00.383    25 Feb 2021 22:40:50.877           830.494
                     493    25 Feb 2021 23:59:58.087    26 Feb 2021 00:16:35.365           997.278
                     494    26 Feb 2021 01:34:00.208    26 Feb 2021 01:51:47.087          1066.879
                     495    26 Feb 2021 03:09:00.703    26 Feb 2021 03:27:25.837          1105.134
                     496    26 Feb 2021 04:44:26.616    26 Feb 2021 05:02:19.459          1072.843
                     497    26 Feb 2021 06:20:42.723    26 Feb 2021 06:33:23.078           760.356
                     498    26 Feb 2021 21:02:48.198    26 Feb 2021 21:12:45.312           597.114
                     499    26 Feb 2021 22:35:50.252    26 Feb 2021 22:49:57.856           847.604
                     500    27 Feb 2021 00:08:40.564    27 Feb 2021 00:25:30.844          1010.280
                     501    27 Feb 2021 01:42:52.654    27 Feb 2021 02:00:42.033          1069.379
                     502    27 Feb 2021 03:17:57.987    27 Feb 2021 03:36:25.114          1107.126
                     503    27 Feb 2021 04:53:27.990    27 Feb 2021 05:11:04.529          1056.539
                     504    27 Feb 2021 06:29:55.914    27 Feb 2021 06:41:58.115           722.202
                     505    27 Feb 2021 19:40:19.158    27 Feb 2021 19:43:46.511           207.353
                     506    27 Feb 2021 21:11:10.335    27 Feb 2021 21:22:08.794           658.459
                     507    27 Feb 2021 22:44:35.881    27 Feb 2021 22:59:02.430           866.548
                     508    28 Feb 2021 00:17:26.089    28 Feb 2021 00:34:28.098          1022.009
                     509    28 Feb 2021 01:51:46.340    28 Feb 2021 02:09:42.842          1076.502
                     510    28 Feb 2021 03:26:55.883    28 Feb 2021 03:45:23.220          1107.338
                     511    28 Feb 2021 05:02:30.432    28 Feb 2021 05:19:45.932          1035.500
                     512    28 Feb 2021 06:39:12.478    28 Feb 2021 06:50:25.236           672.759
                     513    28 Feb 2021 19:48:30.757    28 Feb 2021 19:53:29.046           298.288
                     514    28 Feb 2021 21:19:42.413    28 Feb 2021 21:31:26.085           703.672
                     515    28 Feb 2021 22:53:11.545    28 Feb 2021 23:08:05.100           893.555
                     516     1 Mar 2021 00:26:14.057     1 Mar 2021 00:43:26.427          1032.371
                     517     1 Mar 2021 02:00:41.101     1 Mar 2021 02:18:45.573          1084.472
                     518     1 Mar 2021 03:35:54.350     1 Mar 2021 03:54:19.955          1105.604
                     519     1 Mar 2021 05:11:34.121     1 Mar 2021 05:28:22.608          1008.487
                     520     1 Mar 2021 06:48:31.312     1 Mar 2021 06:58:36.901           605.589
                     521     1 Mar 2021 19:56:56.961     1 Mar 2021 20:02:57.996           361.035
                     522     1 Mar 2021 21:28:19.617     1 Mar 2021 21:40:39.150           739.533
                     523     1 Mar 2021 23:01:46.953     1 Mar 2021 23:17:06.162           919.208
                     524     2 Mar 2021 00:35:02.124     2 Mar 2021 00:52:24.190          1042.066
                     525     2 Mar 2021 02:09:36.783     2 Mar 2021 02:27:47.837          1091.054
                     526     2 Mar 2021 03:44:52.600     2 Mar 2021 04:03:15.130          1102.530
                     527     2 Mar 2021 05:20:39.280     2 Mar 2021 05:36:52.564           973.283
                     528     2 Mar 2021 06:57:57.696     2 Mar 2021 07:03:51.610           353.914
                     529     2 Mar 2021 20:05:31.452     2 Mar 2021 20:12:20.458           409.006
                     530     2 Mar 2021 21:37:00.306     2 Mar 2021 21:49:49.246           768.940
                     531     2 Mar 2021 23:10:23.870     2 Mar 2021 23:26:05.816           941.946
                     532     3 Mar 2021 00:43:48.823     3 Mar 2021 01:01:21.349          1052.527
                     533     3 Mar 2021 02:18:33.268     3 Mar 2021 02:36:49.496          1096.228
                     534     3 Mar 2021 03:53:51.457     3 Mar 2021 04:12:08.538          1097.081
                     535     3 Mar 2021 05:29:45.700     3 Mar 2021 05:45:13.426           927.726
                     536     3 Mar 2021 07:07:41.053     3 Mar 2021 07:11:30.479           229.426
                     537     3 Mar 2021 20:14:11.347     3 Mar 2021 20:21:37.686           446.339
                     538     3 Mar 2021 21:45:43.277     3 Mar 2021 21:59:00.012           796.735
                     539     3 Mar 2021 23:18:53.895     3 Mar 2021 23:35:04.185           970.291
                     540     4 Mar 2021 00:52:37.655     4 Mar 2021 01:10:17.820          1060.165
                     541     4 Mar 2021 02:27:30.143     4 Mar 2021 02:45:50.419          1100.276
                     542     4 Mar 2021 04:02:50.791     4 Mar 2021 04:20:59.932          1089.141
                     543     4 Mar 2021 05:38:53.776     4 Mar 2021 05:53:06.866           853.090
                     544     4 Mar 2021 20:22:55.251     4 Mar 2021 20:30:51.225           475.973
                     545     4 Mar 2021 21:54:29.536     4 Mar 2021 22:08:11.843           822.307
                     546     4 Mar 2021 23:27:30.490     4 Mar 2021 23:44:01.335           990.845
                     547     5 Mar 2021 01:01:28.073     5 Mar 2021 01:19:13.529          1065.456
                     548     5 Mar 2021 02:36:26.473     5 Mar 2021 02:54:50.462          1103.990
                     549     5 Mar 2021 04:11:50.867     5 Mar 2021 04:29:48.993          1078.127
                     550     5 Mar 2021 05:48:02.961     5 Mar 2021 06:00:55.870           772.908
                     551     5 Mar 2021 20:30:32.423     5 Mar 2021 20:40:02.315           569.893
                     552     5 Mar 2021 22:03:18.485     5 Mar 2021 22:17:19.965           841.480
                     553     5 Mar 2021 23:36:11.555     5 Mar 2021 23:52:57.286          1005.731
                     554     6 Mar 2021 01:10:19.981     6 Mar 2021 01:28:08.450          1068.470
                     555     6 Mar 2021 02:45:23.498     6 Mar 2021 03:03:50.042          1106.544
                     556     6 Mar 2021 04:20:51.853     6 Mar 2021 04:38:35.296          1063.443
                     557     6 Mar 2021 05:57:14.833     6 Mar 2021 06:09:33.169           738.336
                     558     6 Mar 2021 19:08:10.752     6 Mar 2021 19:10:45.505           154.753
                     559     6 Mar 2021 20:38:48.142     6 Mar 2021 20:49:24.906           636.763
                     560     6 Mar 2021 22:12:06.616     6 Mar 2021 22:26:25.412           858.796
                     561     6 Mar 2021 23:44:55.965     7 Mar 2021 00:01:53.134          1017.169
                     562     7 Mar 2021 01:19:13.201     7 Mar 2021 01:37:06.345          1073.144
                     563     7 Mar 2021 02:54:21.159     7 Mar 2021 03:12:48.639          1107.480
                     564     7 Mar 2021 04:29:53.861     7 Mar 2021 04:47:18.246          1044.386
                     565     7 Mar 2021 06:06:30.481     7 Mar 2021 06:18:03.869           693.388
                     566     7 Mar 2021 19:16:12.160     7 Mar 2021 19:20:39.279           267.119
                     567     7 Mar 2021 20:47:17.048     7 Mar 2021 20:58:44.436           687.388
                     568     7 Mar 2021 22:20:47.500     7 Mar 2021 22:35:28.778           881.278
                     569     7 Mar 2021 23:53:43.035     8 Mar 2021 00:10:51.671          1028.636
                     570     8 Mar 2021 01:28:07.563     8 Mar 2021 01:46:09.079          1081.516
                     571     8 Mar 2021 03:03:19.409     8 Mar 2021 03:21:45.932          1106.523
                     572     8 Mar 2021 04:38:57.036     8 Mar 2021 04:55:56.951          1019.915
                     573     8 Mar 2021 06:15:47.774     8 Mar 2021 06:26:23.259           635.484
                     574     8 Mar 2021 19:24:33.485     8 Mar 2021 19:30:12.006           338.521
                     575     8 Mar 2021 20:55:52.857     8 Mar 2021 21:07:58.958           726.101
                     576     8 Mar 2021 22:29:20.442     8 Mar 2021 22:44:30.440           909.998
                     577     9 Mar 2021 00:02:32.277     9 Mar 2021 00:19:49.662          1037.384
                     578     9 Mar 2021 01:37:02.898     9 Mar 2021 01:55:11.536          1088.638
                     579     9 Mar 2021 03:12:17.760     9 Mar 2021 03:30:41.742          1103.982
                     580     9 Mar 2021 04:48:01.596     9 Mar 2021 05:04:29.766           988.170
                     581     9 Mar 2021 06:25:10.656     9 Mar 2021 06:34:11.331           540.674
                     582     9 Mar 2021 19:33:05.220     9 Mar 2021 19:39:36.919           391.698
                     583     9 Mar 2021 21:04:32.056     9 Mar 2021 21:17:10.106           758.050
                     584     9 Mar 2021 22:37:58.880     9 Mar 2021 22:53:30.632           931.752
                     585    10 Mar 2021 00:11:18.282    10 Mar 2021 00:28:47.060          1048.778
                     586    10 Mar 2021 01:45:59.080    10 Mar 2021 02:04:13.448          1094.368
                     587    10 Mar 2021 03:21:16.344    10 Mar 2021 03:39:35.869          1099.525
                     588    10 Mar 2021 04:57:07.488    10 Mar 2021 05:12:54.892           947.404
                     589    10 Mar 2021 06:34:45.108    10 Mar 2021 06:39:23.919           278.811
                     590    10 Mar 2021 19:41:43.211    10 Mar 2021 19:48:55.962           432.751
                     591    10 Mar 2021 21:13:14.041    10 Mar 2021 21:26:18.800           784.759
                     592    10 Mar 2021 22:46:29.203    10 Mar 2021 23:02:29.495           960.292
                     593    11 Mar 2021 00:20:06.322    11 Mar 2021 00:37:43.810          1057.488
                     594    11 Mar 2021 01:54:55.995    11 Mar 2021 02:13:14.677          1098.681
                     595    11 Mar 2021 03:30:15.515    11 Mar 2021 03:48:28.086          1092.571
                     596    11 Mar 2021 05:06:15.081    11 Mar 2021 05:21:04.035           888.955
                     597    11 Mar 2021 06:45:19.194    11 Mar 2021 06:47:11.773           112.579
                     598    11 Mar 2021 19:50:25.663    11 Mar 2021 19:58:10.814           465.152
                     599    11 Mar 2021 21:21:59.095    11 Mar 2021 21:35:32.258           813.162
                     600    11 Mar 2021 22:55:03.566    11 Mar 2021 23:11:27.119           983.553
                     601    12 Mar 2021 00:28:56.172    12 Mar 2021 00:46:39.829          1063.657
                     602    12 Mar 2021 02:03:52.346    12 Mar 2021 02:22:15.080          1102.734
                     603    12 Mar 2021 03:39:15.254    12 Mar 2021 03:57:18.106          1082.852
                     604    12 Mar 2021 05:15:23.600    12 Mar 2021 05:28:27.960           784.360
                     605    12 Mar 2021 19:58:22.025    12 Mar 2021 20:07:22.592           540.567
                     606    12 Mar 2021 21:30:47.045    12 Mar 2021 21:44:41.670           834.625
                     607    12 Mar 2021 23:03:43.050    12 Mar 2021 23:20:23.538          1000.488
                     608    13 Mar 2021 00:37:47.505    13 Mar 2021 00:55:35.020          1067.515
                     609    13 Mar 2021 02:12:49.105    13 Mar 2021 02:31:14.794          1105.688
                     610    13 Mar 2021 03:48:15.873    13 Mar 2021 04:06:05.551          1069.678
                     611    13 Mar 2021 05:24:34.323    13 Mar 2021 05:37:07.239           752.916
                     612    13 Mar 2021 18:36:21.634    13 Mar 2021 18:37:25.266            63.632
                     613    13 Mar 2021 20:06:27.839    13 Mar 2021 20:16:39.757           611.918
                     614    13 Mar 2021 21:39:37.399    13 Mar 2021 21:53:48.075           850.676
                     615    13 Mar 2021 23:12:26.249    13 Mar 2021 23:29:18.757          1012.508
                     616    14 Mar 2021 00:46:40.238    14 Mar 2021 01:04:29.973          1069.735
                     617    14 Mar 2021 02:21:46.527    14 Mar 2021 02:40:13.860          1107.333
                     618    14 Mar 2021 03:57:17.466    14 Mar 2021 04:14:49.899          1052.433
                     619    14 Mar 2021 05:33:48.325    14 Mar 2021 05:45:40.866           712.541
                     620    14 Mar 2021 18:43:56.137    14 Mar 2021 18:47:46.708           230.571
                     621    14 Mar 2021 20:14:52.711    14 Mar 2021 20:26:02.033           669.322
                     622    14 Mar 2021 21:48:21.626    14 Mar 2021 22:02:52.205           870.579
                     623    14 Mar 2021 23:21:12.343    14 Mar 2021 23:38:16.832          1024.489
                     624    15 Mar 2021 00:55:34.169    15 Mar 2021 01:13:32.515          1078.346
                     625    15 Mar 2021 02:30:44.551    15 Mar 2021 02:49:11.685          1107.134
                     626    15 Mar 2021 04:06:20.161    15 Mar 2021 04:23:30.394          1030.233
                     627    15 Mar 2021 05:43:05.136    15 Mar 2021 05:54:05.623           660.487
                     628    15 Mar 2021 18:52:11.537    15 Mar 2021 18:57:25.080           313.543
                     629    15 Mar 2021 20:23:26.292    15 Mar 2021 20:35:18.259           711.967
                     630    15 Mar 2021 21:56:54.771    15 Mar 2021 22:11:54.504           899.733
                     631    15 Mar 2021 23:30:00.783    15 Mar 2021 23:47:15.036          1034.252
                     632    16 Mar 2021 01:04:29.138    16 Mar 2021 01:22:35.152          1086.015
                     633    16 Mar 2021 02:39:43.029    16 Mar 2021 02:58:08.097          1105.068
                     634    16 Mar 2021 04:15:24.146    16 Mar 2021 04:32:05.809          1001.663
